date,label,risk_multiplier,rain_anom_30d,dry_frac_30d
2020-02-10,crisis,0.36,-1.1077,0.9667
2020-02-11,crisis,0.36,-1.1074,0.9667
2020-02-12,crisis,0.36,-1.1038,0.9667
2020-02-13,crisis,0.36,-1.0961,0.9667
2020-02-14,crisis,0.36,-1.0925,0.9667
2020-02-18,crisis,0.36,-1.0898,0.9667
2020-02-19,crisis,0.36,-1.09,0.9667
2020-02-20,crisis,0.36,-1.0901,0.9667
2020-02-21,crisis,0.4,-1.0903,0.9667
2020-02-24,crisis,0.36,-1.0907,0.9667
2020-02-25,crisis,0.36,-1.0925,0.9667
2020-02-26,crisis,0.36,-1.0935,0.9667
2020-02-27,crisis,0.36,-1.0936,0.9667
2020-02-28,crisis,0.4,-1.1071,1.0
2020-03-02,crisis,0.4,-1.1072,1.0
2020-03-03,crisis,0.36,-1.1073,1.0
2020-03-04,crisis,0.36,-1.1073,1.0
2020-03-05,crisis,0.4,-1.1074,1.0
2020-03-06,euphoric,0.85,-1.1074,1.0
2020-03-09,euphoric,0.85,-1.1059,1.0
2020-03-10,euphoric,0.765,-1.1042,1.0
2020-03-11,euphoric,0.85,-1.1042,1.0
2020-03-12,euphoric,0.85,-1.1041,1.0
2020-03-13,euphoric,0.85,-1.1073,1.0
2020-03-16,euphoric,0.765,-1.1175,1.0
2020-03-17,euphoric,0.765,-1.1206,1.0
2020-03-18,euphoric,0.85,-1.1203,1.0
2020-03-19,euphoric,0.765,-1.1192,1.0
2020-03-20,euphoric,0.765,-1.1189,1.0
2020-03-23,euphoric,0.765,-1.1181,1.0
2020-03-24,euphoric,0.765,-1.1177,1.0
2020-03-25,euphoric,0.765,-1.1174,1.0
2020-03-26,euphoric,0.765,-1.1171,1.0
2020-03-27,euphoric,0.765,-1.1167,1.0
2020-03-30,euphoric,0.765,-1.0951,0.9667
2020-03-31,euphoric,0.765,-1.0891,0.9667
2020-04-01,crisis,0.4,-1.0883,0.9667
2020-04-02,euphoric,0.765,-1.0874,0.9667
2020-04-03,euphoric,0.765,-1.0865,0.9667
2020-04-06,euphoric,0.765,-1.0836,0.9667
2020-04-07,euphoric,0.765,-1.0636,0.9333
2020-04-08,euphoric,0.765,-0.9966,0.9
2020-04-09,euphoric,0.765,-0.9961,0.9
2020-04-13,euphoric,0.765,-0.9163,0.8333
2020-04-14,euphoric,0.765,-0.9156,0.8333
2020-04-15,euphoric,0.765,-0.9149,0.8333
2020-04-16,euphoric,0.765,-0.914,0.8333
2020-04-17,euphoric,0.85,-0.9068,0.8333
2020-04-20,crisis,0.4,-0.8685,0.8
2020-04-21,crisis,0.4,-0.867,0.8
2020-04-22,crisis,0.4,-0.8656,0.8
2020-04-23,crisis,0.36,-0.8641,0.8
2020-04-24,crisis,0.36,-0.8619,0.8
2020-04-27,crisis,0.36,-0.8675,0.8333
2020-04-28,crisis,0.36,-0.8662,0.8333
2020-04-29,crisis,0.36,-0.8692,0.8333
2020-04-30,crisis,0.36,-0.8696,0.8333
2020-05-01,crisis,0.36,-0.8683,0.8333
2020-05-04,crisis,0.36,-0.8603,0.8333
2020-05-05,crisis,0.36,-0.8494,0.8
2020-05-06,crisis,0.36,-0.8312,0.7667
2020-05-07,crisis,0.36,-0.8412,0.8
2020-05-08,crisis,0.36,-0.8982,0.8333
2020-05-11,crisis,0.36,-0.9431,0.8667
2020-05-12,crisis,0.36,-0.9346,0.8667
2020-05-13,crisis,0.36,-0.9456,0.9
2020-05-14,crisis,0.36,-0.9396,0.9
2020-05-15,crisis,0.36,-0.9255,0.8667
2020-05-18,crisis,0.36,-0.7607,0.7667
2020-05-19,crisis,0.36,-0.6569,0.7667
2020-05-20,crisis,0.36,-0.5649,0.7333
2020-05-21,crisis,0.36,-0.56,0.7333
2020-05-22,crisis,0.36,-0.5461,0.7
2020-05-26,crisis,0.36,-0.1317,0.5667
2020-05-27,crisis,0.36,-0.0665,0.5333
2020-05-28,crisis,0.36,0.0142,0.5
2020-05-29,crisis,0.36,0.6024,0.4667
2020-06-01,crisis,0.36,0.8289,0.3667
2020-06-02,crisis,0.36,0.9545,0.3333
2020-06-03,crisis,0.36,0.9943,0.3
2020-06-04,crisis,0.36,1.0124,0.3
2020-06-05,crisis,0.36,1.0222,0.3
2020-06-08,crisis,0.36,1.0696,0.2333
2020-06-09,crisis,0.36,1.0866,0.2
2020-06-10,crisis,0.36,1.5203,0.1667
2020-06-11,crisis,0.36,1.5266,0.1333
2020-06-12,crisis,0.36,1.6086,0.1
2020-06-15,crisis,0.36,1.8723,0.0667
2020-06-16,crisis,0.36,1.8587,0.0667
2020-06-17,crisis,0.36,1.8315,0.0667
2020-06-18,crisis,0.36,1.7271,0.0667
2020-06-19,crisis,0.36,1.651,0.0667
2020-06-22,crisis,0.36,1.6372,0.0333
2020-06-23,crisis,0.36,1.6007,0.0667
2020-06-24,crisis,0.36,1.5447,0.0667
2020-06-25,crisis,0.36,1.5381,0.0667
2020-06-26,crisis,0.36,1.5028,0.0667
2020-06-29,crisis,0.36,1.0774,0.0667
2020-06-30,crisis,0.36,1.0429,0.0667
2020-07-01,crisis,0.4,1.0843,0.0667
2020-07-02,crisis,0.4,1.035,0.0667
2020-07-06,crisis,0.36,1.241,0.0667
2020-07-07,crisis,0.36,1.3394,0.0667
2020-07-08,crisis,0.36,1.3394,0.0333
2020-07-09,crisis,0.36,1.3655,0.0333
2020-07-10,crisis,0.36,1.0449,0.0333
2020-07-13,crisis,0.36,0.9673,0.0667
2020-07-14,crisis,0.36,0.8801,0.0667
2020-07-15,crisis,0.36,0.7663,0.0667
2020-07-16,crisis,0.36,0.8204,0.0667
2020-07-17,crisis,0.4,0.8227,0.0667
2020-07-20,crisis,0.36,1.0706,0.0667
2020-07-21,crisis,0.4,1.0372,0.0667
2020-07-22,crisis,0.4,1.0105,0.0667
2020-07-23,crisis,0.36,1.1428,0.0333
2020-07-24,crisis,0.36,1.1178,0.0667
2020-07-27,crisis,0.36,1.0305,0.0667
2020-07-28,euphoric,0.765,1.1476,0.0667
2020-07-29,euphoric,0.85,1.204,0.0667
2020-07-30,euphoric,0.765,1.3559,0.0667
2020-07-31,euphoric,0.765,1.5982,0.0667
2020-08-03,euphoric,0.765,1.6331,0.0667
2020-08-04,euphoric,0.765,1.6394,0.0667
2020-08-05,euphoric,0.765,1.6164,0.0667
2020-08-06,euphoric,0.765,1.7268,0.0667
2020-08-07,euphoric,0.765,1.7573,0.0667
2020-08-10,euphoric,0.765,1.7714,0.1
2020-08-11,euphoric,0.85,1.8107,0.0667
2020-08-12,euphoric,0.765,1.7922,0.0667
2020-08-13,euphoric,0.765,1.8338,0.0667
2020-08-14,euphoric,0.765,1.8465,0.0667
2020-08-17,euphoric,0.765,1.4727,0.1
2020-08-18,euphoric,0.765,1.5244,0.1
2020-08-19,euphoric,0.765,1.5713,0.1
2020-08-20,euphoric,0.85,1.5651,0.1
2020-08-21,euphoric,0.765,1.5448,0.1
2020-08-24,euphoric,0.765,1.4557,0.1
2020-08-25,euphoric,0.765,1.3868,0.1333
2020-08-26,euphoric,0.765,1.3665,0.1333
2020-08-27,euphoric,0.765,1.1535,0.1333
2020-08-28,euphoric,0.765,1.0722,0.1667
2020-08-31,euphoric,0.765,0.5461,0.1667
2020-09-01,euphoric,0.765,0.5542,0.1667
2020-09-02,euphoric,0.765,0.6855,0.1667
2020-09-03,euphoric,0.765,0.7011,0.1667
2020-09-04,euphoric,0.765,0.6122,0.1667
2020-09-08,euphoric,0.765,0.4395,0.1333
2020-09-09,euphoric,0.765,0.5636,0.1333
2020-09-10,euphoric,0.765,0.9509,0.1333
2020-09-11,euphoric,0.765,1.0521,0.1333
2020-09-14,euphoric,0.765,1.2252,0.1
2020-09-15,euphoric,0.765,1.3391,0.1
2020-09-16,euphoric,0.765,1.3309,0.1
2020-09-17,euphoric,0.85,1.3926,0.1
2020-09-18,euphoric,0.85,1.6309,0.1
2020-09-21,euphoric,0.85,1.7794,0.1
2020-09-22,euphoric,0.85,1.7964,0.1
2020-09-23,euphoric,0.765,2.0604,0.0667
2020-09-24,crisis,0.36,2.1452,0.0333
2020-09-25,crisis,0.4,2.1669,0.0333
2020-09-28,crisis,0.36,2.1966,0.0333
2020-09-29,crisis,0.36,2.1571,0.0333
2020-09-30,crisis,0.36,2.1699,0.0333
2020-10-01,crisis,0.36,2.1262,0.0333
2020-10-02,crisis,0.36,2.1851,0.0333
2020-10-05,crisis,0.36,2.6385,0.0333
2020-10-06,crisis,0.36,2.5518,0.0333
2020-10-07,crisis,0.36,2.7461,0.0333
2020-10-08,crisis,0.36,2.7549,0.0333
2020-10-09,crisis,0.4,2.7384,0.0333
2020-10-12,crisis,0.36,2.3047,0.0333
2020-10-13,crisis,0.36,2.2634,0.0333
2020-10-14,crisis,0.36,2.1071,0.0333
2020-10-15,crisis,0.36,2.6174,0.0333
2020-10-16,crisis,0.36,3.3944,0.0333
2020-10-19,crisis,0.36,2.9338,0.0333
2020-10-20,crisis,0.36,2.8618,0.0333
2020-10-21,crisis,0.36,2.8028,0.0333
2020-10-22,crisis,0.36,2.7353,0.0667
2020-10-23,crisis,0.36,2.4862,0.1
2020-10-26,crisis,0.36,2.3032,0.1333
2020-10-27,crisis,0.36,2.3708,0.1
2020-10-28,crisis,0.36,2.3575,0.1
2020-10-29,crisis,0.36,2.3185,0.1
2020-10-30,crisis,0.36,2.2353,0.1333
2020-11-02,crisis,0.36,1.5267,0.2
2020-11-03,crisis,0.36,1.4694,0.2333
2020-11-04,crisis,0.36,1.4288,0.2667
2020-11-05,crisis,0.36,1.3651,0.3
2020-11-06,crisis,0.4,1.2474,0.3
2020-11-09,crisis,0.4,1.2101,0.3667
2020-11-10,crisis,0.4,1.5928,0.3667
2020-11-11,crisis,0.4,1.5478,0.3667
2020-11-12,crisis,0.4,1.5055,0.4
2020-11-13,crisis,0.4,1.4764,0.4333
2020-11-16,crisis,0.4,0.1672,0.5333
2020-11-17,calm_bull,1.0,0.1469,0.5667
2020-11-18,calm_bull,1.0,0.0976,0.6
2020-11-19,calm_bull,1.0,0.0313,0.6333
2020-11-20,calm_bull,1.0,0.0144,0.6667
2020-11-23,calm_bull,1.0,0.0034,0.7
2020-11-24,calm_bull,1.0,-0.0114,0.7333
2020-11-25,calm_bull,1.0,-0.0126,0.7333
2020-11-27,calm_bull,1.0,-0.1659,0.8
2020-11-30,euphoric,0.765,0.0575,0.7667
2020-12-01,euphoric,0.85,0.0732,0.7333
2020-12-02,euphoric,0.765,0.0707,0.7333
2020-12-03,euphoric,0.765,0.0692,0.7333
2020-12-04,euphoric,0.85,0.0662,0.7333
2020-12-07,euphoric,0.85,-0.0147,0.7333
2020-12-08,euphoric,0.85,-0.0135,0.7333
2020-12-09,euphoric,0.85,-0.161,0.7333
2020-12-10,euphoric,0.765,-0.6571,0.7667
2020-12-11,euphoric,0.765,-0.6873,0.8
2020-12-14,euphoric,0.765,-0.6892,0.8
2020-12-15,euphoric,0.765,-0.6935,0.8
2020-12-16,euphoric,0.765,-0.6918,0.8
2020-12-17,euphoric,0.765,-0.6921,0.8
2020-12-18,euphoric,0.85,-0.6929,0.8
2020-12-21,euphoric,0.85,-0.6999,0.8
2020-12-22,euphoric,0.85,-0.7002,0.8
2020-12-23,euphoric,0.85,-0.6502,0.7667
2020-12-24,euphoric,0.85,-0.64,0.7333
2020-12-28,euphoric,0.85,-0.6922,0.7667
2020-12-29,euphoric,0.85,-0.7882,0.8
2020-12-30,euphoric,0.85,-0.8686,0.8
2020-12-31,euphoric,0.85,-0.8847,0.8333
2021-01-04,euphoric,0.85,-0.8768,0.8
2021-01-05,euphoric,0.85,-0.8776,0.8
2021-01-06,calm_bull,1.0,-0.8845,0.8333
2021-01-07,calm_bull,1.0,-0.8873,0.8333
2021-01-08,calm_bull,1.0,-0.9224,0.8667
2021-01-11,calm_bull,1.0,-0.9261,0.8667
2021-01-12,calm_bull,1.0,-0.9267,0.8667
2021-01-13,calm_bull,1.0,-0.9288,0.8667
2021-01-14,calm_bull,1.0,-0.9298,0.8667
2021-01-15,calm_bull,1.0,-0.9335,0.8667
2021-01-19,calm_bull,1.0,-0.9372,0.8667
2021-01-20,calm_bull,1.0,-0.9377,0.8667
2021-01-21,calm_bull,1.0,-0.9393,0.8667
2021-01-22,calm_bull,1.0,-0.9929,0.9
2021-01-25,calm_bull,0.9,-1.0054,0.9333
2021-01-26,calm_bull,1.0,-1.0056,0.9333
2021-01-27,calm_bull,1.0,-1.0058,0.9333
2021-01-28,calm_bull,0.9,-1.006,0.9333
2021-01-29,calm_bull,0.9,-1.0268,0.9667
2021-02-01,calm_bull,1.0,-1.033,0.9667
2021-02-02,calm_bull,0.9,-1.033,0.9667
2021-02-03,calm_bull,0.9,-1.0413,1.0
2021-02-04,calm_bull,0.9,-1.0412,1.0
2021-02-05,calm_bull,0.9,-1.0412,1.0
2021-02-08,calm_bull,0.9,-1.0426,1.0
2021-02-09,calm_bull,0.9,-1.042,1.0
2021-02-10,calm_bull,0.9,-1.0229,0.9667
2021-02-11,calm_bull,0.9,-1.0229,0.9667
2021-02-12,calm_bull,0.9,-1.023,0.9667
2021-02-16,calm_bull,0.9,-1.023,0.9667
2021-02-17,calm_bull,0.9,-1.023,0.9667
2021-02-18,calm_bull,1.0,-1.023,0.9667
2021-02-19,calm_bull,1.0,-1.023,0.9667
2021-02-22,calm_bull,1.0,-1.023,0.9667
2021-02-23,calm_bull,1.0,-1.023,0.9667
2021-02-24,calm_bull,1.0,-1.023,0.9667
2021-02-25,calm_bull,1.0,-1.023,0.9667
2021-02-26,calm_bull,1.0,-1.023,0.9667
2021-03-01,calm_bull,1.0,-1.0149,0.9333
2021-03-02,calm_bull,1.0,-1.015,0.9333
2021-03-03,calm_bull,0.9,-1.0151,0.9333
2021-03-04,calm_bull,0.9,-1.0152,0.9333
2021-03-05,calm_bull,0.9,-1.0153,0.9333
2021-03-08,calm_bull,0.9,-1.0156,0.9333
2021-03-09,calm_bull,0.9,-1.0162,0.9333
2021-03-10,calm_bull,0.9,-1.0039,0.9
2021-03-11,calm_bull,1.0,-1.0009,0.9
2021-03-12,calm_bull,1.0,-1.0202,0.9333
2021-03-15,calm_bull,0.9,-1.0204,0.9333
2021-03-16,calm_bull,1.0,-1.0206,0.9333
2021-03-17,calm_bull,0.9,-1.0207,0.9333
2021-03-18,calm_bull,0.9,-1.0208,0.9333
2021-03-19,calm_bull,1.0,-1.0209,0.9333
2021-03-22,calm_bull,1.0,-1.0208,0.9333
2021-03-23,calm_bull,1.0,-1.0209,0.9333
2021-03-24,calm_bull,1.0,-1.021,0.9333
2021-03-25,calm_bull,0.9,-1.0196,0.9333
2021-03-26,calm_bull,0.9,-1.0197,0.9333
2021-03-29,calm_bull,0.9,-1.0216,0.9333
2021-03-30,calm_bull,1.0,-1.0222,0.9333
2021-03-31,calm_bull,1.0,-1.0285,0.9667
2021-04-01,calm_bull,1.0,-1.0078,0.9333
2021-04-05,calm_bull,1.0,-0.9991,0.9
2021-04-06,calm_bull,1.0,-0.9993,0.9
2021-04-07,calm_bull,1.0,-0.9994,0.9
2021-04-08,calm_bull,1.0,-0.997,0.9
2021-04-09,calm_bull,1.0,-1.0087,0.9333
2021-04-12,calm_bull,1.0,-0.9924,0.9
2021-04-13,calm_bull,1.0,-0.9911,0.9
2021-04-14,calm_bull,1.0,-0.984,0.8667
2021-04-15,calm_bull,1.0,-0.9832,0.8667
2021-04-16,calm_bull,1.0,-0.9788,0.8667
2021-04-19,calm_bull,0.9,-0.9516,0.8333
2021-04-20,calm_bull,1.0,-0.9271,0.8
2021-04-21,calm_bull,0.9,-0.7979,0.7667
2021-04-22,calm_bull,1.0,-0.7246,0.7333
2021-04-23,calm_bull,1.0,-0.6706,0.7
2021-04-26,euphoric,0.85,-0.6262,0.6
2021-04-27,euphoric,0.85,-0.6216,0.5667
2021-04-28,euphoric,0.85,-0.6228,0.5667
2021-04-29,euphoric,0.85,-0.6239,0.5667
2021-04-30,euphoric,0.85,-0.6106,0.5333
2021-05-03,euphoric,0.85,-0.5943,0.5667
2021-05-04,euphoric,0.85,-0.5971,0.5667
2021-05-05,euphoric,0.765,-0.5984,0.5667
2021-05-06,euphoric,0.765,-0.5976,0.5667
2021-05-07,euphoric,0.765,-0.5989,0.5667
2021-05-10,euphoric,0.765,-0.5988,0.5333
2021-05-11,euphoric,0.765,-0.5773,0.5
2021-05-12,euphoric,0.85,-0.5879,0.5
2021-05-13,euphoric,0.85,-0.577,0.4667
2021-05-14,euphoric,0.85,-0.5578,0.4667
2021-05-17,euphoric,0.85,-0.5148,0.3667
2021-05-18,euphoric,0.765,-0.4454,0.3333
2021-05-19,euphoric,0.765,-0.0919,0.3333
2021-05-20,euphoric,0.765,-0.1104,0.3333
2021-05-21,euphoric,0.765,-0.1651,0.3333
2021-05-24,euphoric,0.85,-0.0273,0.3333
2021-05-25,euphoric,0.85,-0.0042,0.3333
2021-05-26,euphoric,0.765,0.1217,0.3333
2021-05-27,euphoric,0.765,0.1501,0.3333
2021-05-28,euphoric,0.765,0.1531,0.3333
2021-06-01,euphoric,0.765,0.1659,0.2667
2021-06-02,euphoric,0.765,0.1709,0.2333
2021-06-03,euphoric,0.765,0.1762,0.2
2021-06-04,euphoric,0.765,0.1863,0.1667
2021-06-07,euphoric,0.765,0.3154,0.0667
2021-06-08,euphoric,0.85,0.3226,0.0333
2021-06-09,euphoric,0.85,0.3224,0.0333
2021-06-10,euphoric,0.85,0.3592,0.0333
2021-06-11,euphoric,0.85,0.4355,0.0333
2021-06-14,euphoric,0.85,0.4224,0.0333
2021-06-15,euphoric,0.85,0.4372,0.0333
2021-06-16,euphoric,0.85,0.5053,0.0333
2021-06-17,euphoric,0.85,0.4778,0.0333
2021-06-18,euphoric,0.85,0.1626,0.0333
2021-06-21,calm_bull,1.0,0.0806,0.0333
2021-06-22,calm_bull,1.0,-0.0025,0.0333
2021-06-23,calm_bull,1.0,0.024,0.0333
2021-06-24,calm_bull,1.0,-0.0238,0.0667
2021-06-25,calm_bull,1.0,-0.1398,0.0667
2021-06-28,calm_bull,1.0,-0.1872,0.1
2021-06-29,calm_bull,1.0,-0.199,0.1
2021-06-30,calm_bull,1.0,-0.1921,0.1
2021-07-01,calm_bull,1.0,-0.196,0.1
2021-07-02,calm_bull,1.0,-0.1918,0.1
2021-07-06,calm_bull,1.0,-0.1937,0.1
2021-07-07,calm_bull,1.0,-0.1388,0.1
2021-07-08,calm_bull,1.0,-0.125,0.1
2021-07-09,calm_bull,1.0,-0.1145,0.1
2021-07-12,calm_bull,1.0,-0.082,0.1
2021-07-13,calm_bull,1.0,0.0355,0.1
2021-07-14,calm_bull,1.0,0.0777,0.1
2021-07-15,calm_bull,1.0,0.1669,0.1
2021-07-16,calm_bull,1.0,0.1509,0.1
2021-07-19,euphoric,0.85,0.2707,0.1
2021-07-20,euphoric,0.765,0.2531,0.1333
2021-07-21,euphoric,0.765,0.2929,0.1333
2021-07-22,euphoric,0.765,0.2004,0.1333
2021-07-23,euphoric,0.765,0.2182,0.1333
2021-07-26,euphoric,0.765,0.2585,0.1
2021-07-27,euphoric,0.765,0.2758,0.0667
2021-07-28,euphoric,0.765,0.2886,0.0667
2021-07-29,euphoric,0.765,0.3265,0.0667
2021-07-30,euphoric,0.765,0.3337,0.0667
2021-08-02,crisis,0.4,0.344,0.0667
2021-08-03,crisis,0.4,0.3433,0.0667
2021-08-04,crisis,0.4,0.3128,0.0667
2021-08-05,euphoric,0.765,0.3225,0.0667
2021-08-06,euphoric,0.765,0.2146,0.1
2021-08-09,euphoric,0.765,0.2335,0.1
2021-08-10,euphoric,0.765,0.2634,0.1
2021-08-11,euphoric,0.765,0.0996,0.1
2021-08-12,euphoric,0.765,-0.0122,0.1
2021-08-13,euphoric,0.765,0.0808,0.1
2021-08-16,euphoric,0.765,-0.1,0.1333
2021-08-17,euphoric,0.765,-0.2341,0.1667
2021-08-18,euphoric,0.765,-0.2539,0.2
2021-08-19,euphoric,0.765,-0.1894,0.1667
2021-08-20,euphoric,0.765,-0.0694,0.1667
2021-08-23,euphoric,0.765,-0.1142,0.1667
2021-08-24,euphoric,0.765,-0.0752,0.1667
2021-08-25,euphoric,0.765,-0.015,0.1333
2021-08-26,euphoric,0.765,0.0115,0.1333
2021-08-27,euphoric,0.765,0.1286,0.1333
2021-08-30,euphoric,0.765,0.1644,0.1333
2021-08-31,euphoric,0.85,0.2565,0.1333
2021-09-01,euphoric,0.85,0.3259,0.1333
2021-09-02,euphoric,0.85,0.6604,0.1333
2021-09-03,euphoric,0.85,0.7404,0.1333
2021-09-07,euphoric,0.85,1.0591,0.1
2021-09-08,euphoric,0.85,1.1456,0.1
2021-09-09,euphoric,0.85,1.1781,0.1
2021-09-10,euphoric,0.85,1.2721,0.1
2021-09-13,calm_bull,1.0,1.3504,0.1
2021-09-14,calm_bull,1.0,1.3617,0.1
2021-09-15,calm_bull,1.0,1.4807,0.0667
2021-09-16,calm_bull,1.0,1.4814,0.0333
2021-09-17,calm_bull,1.0,1.6644,0.0
2021-09-20,calm_bull,1.0,1.7501,0.0
2021-09-21,calm_bull,1.0,1.7498,0.0
2021-09-22,calm_bull,1.0,2.4572,0.0
2021-09-23,calm_bull,1.0,2.4531,0.0
2021-09-24,calm_bull,1.0,2.5406,0.0
2021-09-27,calm_bull,1.0,2.4252,0.0333
2021-09-28,calm_bull,1.0,2.3443,0.0667
2021-09-29,calm_bull,1.0,2.3132,0.0667
2021-09-30,calm_bull,1.0,2.3954,0.0667
2021-10-01,calm_bull,1.0,2.3321,0.0667
2021-10-04,calm_bull,1.0,1.9968,0.1
2021-10-05,calm_bull,1.0,1.9324,0.1
2021-10-06,calm_bull,1.0,1.9747,0.1
2021-10-07,euphoric,0.85,1.8893,0.1
2021-10-08,euphoric,0.85,1.8005,0.1
2021-10-11,euphoric,0.765,1.752,0.1
2021-10-12,euphoric,0.765,1.8423,0.1
2021-10-13,euphoric,0.765,1.8596,0.1
2021-10-14,euphoric,0.765,1.8784,0.1
2021-10-15,euphoric,0.765,1.8444,0.1
2021-10-18,euphoric,0.85,1.8614,0.1
2021-10-19,euphoric,0.85,1.8028,0.1
2021-10-20,euphoric,0.85,1.5796,0.1
2021-10-21,euphoric,0.85,1.5817,0.1
2021-10-22,euphoric,0.85,0.8821,0.1
2021-10-25,euphoric,0.85,0.65,0.1
2021-10-26,euphoric,0.85,0.7637,0.1
2021-10-27,euphoric,0.85,0.9088,0.0667
2021-10-28,euphoric,0.85,0.9697,0.0333
2021-10-29,euphoric,0.85,0.9911,0.0333
2021-11-01,euphoric,0.85,0.7355,0.1
2021-11-02,euphoric,0.85,0.7384,0.1
2021-11-03,euphoric,0.85,0.6575,0.1333
2021-11-04,euphoric,0.85,0.6299,0.1667
2021-11-05,euphoric,0.85,0.4995,0.2
2021-11-08,euphoric,0.85,0.4337,0.2667
2021-11-09,euphoric,0.85,0.4082,0.3
2021-11-10,euphoric,0.85,0.4792,0.3
2021-11-11,euphoric,0.85,0.4933,0.3
2021-11-12,euphoric,0.85,0.3365,0.3
2021-11-15,euphoric,0.765,0.317,0.3
2021-11-16,euphoric,0.765,0.2593,0.3
2021-11-17,euphoric,0.765,0.246,0.3
2021-11-18,euphoric,0.765,0.2195,0.3333
2021-11-19,euphoric,0.765,0.2089,0.3667
2021-11-22,euphoric,0.765,0.1377,0.4
2021-11-23,euphoric,0.765,0.1254,0.4333
2021-11-24,euphoric,0.765,0.1114,0.4667
2021-11-26,euphoric,0.765,-0.1861,0.5333
2021-11-29,euphoric,0.765,0.1086,0.5
2021-11-30,euphoric,0.765,0.1073,0.5
2021-12-01,euphoric,0.765,0.1056,0.5
2021-12-02,euphoric,0.765,0.1051,0.5
2021-12-03,euphoric,0.765,0.1047,0.5
2021-12-06,euphoric,0.765,0.1114,0.5
2021-12-07,euphoric,0.765,0.072,0.5333
2021-12-08,euphoric,0.765,0.0714,0.5333
2021-12-09,euphoric,0.765,0.0697,0.5333
2021-12-10,euphoric,0.765,-0.1159,0.5667
2021-12-13,euphoric,0.765,-0.393,0.6667
2021-12-14,euphoric,0.85,-0.5831,0.7
2021-12-15,euphoric,0.85,-0.6038,0.7333
2021-12-16,euphoric,0.85,-0.6146,0.7667
2021-12-17,euphoric,0.85,-0.6207,0.8
2021-12-20,euphoric,0.85,-0.597,0.7667
2021-12-21,euphoric,0.85,-0.598,0.7667
2021-12-22,euphoric,0.85,-0.6089,0.8
2021-12-23,euphoric,0.85,-0.6093,0.8
2021-12-27,euphoric,0.85,-0.6497,0.8
2021-12-28,euphoric,0.85,-0.7249,0.8
2021-12-29,euphoric,0.85,-0.9598,0.8333
2021-12-30,euphoric,0.85,-0.9822,0.8667
2021-12-31,euphoric,0.85,-0.9817,0.8667
2022-01-03,euphoric,0.85,-0.9793,0.8667
2022-01-04,calm_bull,1.0,-0.9829,0.8667
2022-01-05,calm_bull,1.0,-0.9824,0.8667
2022-01-06,calm_bull,1.0,-0.9819,0.8667
2022-01-07,calm_bull,1.0,-0.9832,0.8667
2022-01-10,calm_bull,1.0,-0.98,0.8667
2022-01-11,calm_bull,1.0,-0.9797,0.8667
2022-01-12,calm_bull,1.0,-0.9807,0.8667
2022-01-13,calm_bull,1.0,-0.9804,0.8667
2022-01-14,calm_bull,1.0,-0.9802,0.8667
2022-01-18,calm_bull,1.0,-1.0191,0.9333
2022-01-19,calm_bull,1.0,-1.0187,0.9333
2022-01-20,calm_bull,1.0,-1.02,0.9333
2022-01-21,calm_bull,1.0,-1.0202,0.9333
2022-01-24,calm_bull,1.0,-1.0202,0.9333
2022-01-25,calm_bull,1.0,-1.0156,0.9
2022-01-26,calm_bull,1.0,-1.0329,0.9333
2022-01-27,calm_bull,1.0,-1.0403,0.9667
2022-01-28,calm_bull,1.0,-1.0436,0.9667
2022-01-31,calm_bull,1.0,-1.032,0.9333
2022-02-01,calm_bull,1.0,-1.0321,0.9333
2022-02-02,calm_bull,1.0,-1.0327,0.9333
2022-02-03,calm_bull,1.0,-1.0328,0.9333
2022-02-04,calm_bull,1.0,-1.0364,0.9333
2022-02-07,calm_bull,1.0,-1.0361,0.9333
2022-02-08,calm_bull,1.0,-1.0368,0.9333
2022-02-09,calm_bull,1.0,-1.0358,0.9333
2022-02-10,calm_bull,1.0,-1.0353,0.9333
2022-02-11,calm_bull,1.0,-1.0353,0.9333
2022-02-14,calm_bull,1.0,-1.0101,0.9
2022-02-15,calm_bull,1.0,-1.0074,0.9
2022-02-16,calm_bull,1.0,-1.0058,0.9
2022-02-17,calm_bull,1.0,-0.9985,0.8667
2022-02-18,calm_bull,1.0,-0.9912,0.8333
2022-02-22,calm_bull,1.0,-0.9637,0.8
2022-02-23,calm_bull,1.0,-0.9647,0.8
2022-02-24,calm_bull,1.0,-0.9708,0.8333
2022-02-25,calm_bull,1.0,-0.9712,0.8333
2022-02-28,calm_bull,1.0,-0.9717,0.8333
2022-03-01,calm_bull,1.0,-0.9837,0.8667
2022-03-02,calm_bull,1.0,-0.9816,0.8667
2022-03-03,calm_bull,1.0,-0.9819,0.8667
2022-03-04,calm_bull,1.0,-0.9822,0.8667
2022-03-07,calm_bull,1.0,-0.9813,0.8667
2022-03-08,calm_bull,1.0,-0.9821,0.8667
2022-03-09,calm_bull,1.0,-0.9824,0.8667
2022-03-10,calm_bull,1.0,-0.9844,0.8667
2022-03-11,calm_bull,1.0,-0.9858,0.8667
2022-03-14,calm_bull,1.0,-0.9877,0.8667
2022-03-15,calm_bull,0.9,-1.0065,0.9
2022-03-16,crisis,0.36,-1.0067,0.9
2022-03-17,crisis,0.36,-1.0098,0.9
2022-03-18,crisis,0.4,-0.981,0.8667
2022-03-21,crisis,0.4,-0.9286,0.9
